drug_1,drug_2,severity
erythromycin,simvastatin,3
diclofenac,esomeprazole,1
atorvastatin,morphine,1
warfarin,tramadol,1
paracetamol,ketoprofen,1
tramadol,apixaban,1
rosuvastatin,azithromycin,3
dexketoprofen,pravastatin,1
dexketoprofen,paroxetine,2
b12,probiotic,1
esomeprazole,erythromycin,1
sertraline,atorvastatin,1
erythromycin,amiodarone,3
probiotic,edoxaban,1
pravastatin,dabigatran,1
acetaminophen,erythromycin,1
folic acid,apixaban,1
clarithromycin,clonazepam,1
clarithromycin,azithromycin,1
alprazolam,paroxetine,2
paracetamol,morphine,1
dexketoprofen,erythromycin,1
paroxetine,ketoprofen,2
alprazolam,erythromycin,1
edoxaban,b12,1
probiotic,lorazepam,1
esomeprazole,oxycodone,1
paroxetine,rosuvastatin,1
naproxen,sertraline,2
ibuprofen,atorvastatin,1
lorazepam,atorvastatin,1
edoxaban,paroxetine,1
amiodarone,codeine,1
b12,ketoprofen,1
codeine,probiotic,1
clarithromycin,paroxetine,1
erythromycin,rosuvastatin,3
clonazepam,morphine,3
dexketoprofen,ibuprofen,1
clonazepam,lorazepam,1
erythromycin,pravastatin,3
erythromycin,oxycodone,1
alprazolam,clarithromycin,1
esomeprazole,apixaban,1
fluoxetine,omeprazole,1
rosuvastatin,apixaban,1
morphine,naproxen,1
omeprazole,vitamin c,1
escitalopram,enterogermina,1
clarithromycin,paroxetine,1
amiodarone,paracetamol,1
ibuprofen,sertraline,2
acetaminophen,azithromycin,1
diazepam,erythromycin,1
rosuvastatin,diclofenac,1
paracetamol,naproxen,1
diclofenac,erythromycin,1
paracetamol,erythromycin,1
clonazepam,omeprazole,1
dabigatran,paroxetine,1
clarithromycin,folic acid,1
vitamin d,ketoprofen,1
clonazepam,enterogermina,1
clarithromycin,folic acid,1
paracetamol,rivaroxaban,1
oxycodone,folic acid,1
erythromycin,rivaroxaban,1
apixaban,atorvastatin,1
edoxaban,atorvastatin,1
paracetamol,codeine,1
rosuvastatin,pantoprazole,2
rosuvastatin,enterogermina,1
azithromycin,probiotic,1
vitamin c,esomeprazole,1
edoxaban,omeprazole,1
folic acid,edoxaban,1
vitamin d,paracetamol,1
clarithromycin,azithromycin,1
ibuprofen,acetaminophen,1
azithromycin,amiodarone,3
simvastatin,amiodarone,1
atorvastatin,codeine,1
escitalopram,dexketoprofen,2
paroxetine,dexketoprofen,2
erythromycin,clarithromycin,3
enterogermina,dexketoprofen,1
erythromycin,lorazepam,1
erythromycin,folic acid,1
folic acid,dexketoprofen,1
naproxen,clarithromycin,1
omeprazole,paroxetine,1
codeine,oxycodone,1
oxycodone,erythromycin,1
erythromycin,dabigatran,1
lorazepam,azithromycin,1
warfarin,edoxaban,1
clarithromycin,dabigatran,1
diclofenac,warfarin,3
escitalopram,clarithromycin,1
clonazepam,lorazepam,1
oxycodone,paroxetine,2
acetaminophen,paracetamol,1
amiodarone,clonazepam,3
vitamin c,atorvastatin,1
b12,folic acid,1
pravastatin,vitamin c,1
naproxen,rivaroxaban,1
naproxen,azithromycin,1
ibuprofen,sertraline,2
b12,enterogermina,1
alprazolam,erythromycin,1
warfarin,dexketoprofen,3
alprazolam,naproxen,1
vitamin c,probiotic,1
dabigatran,fluoxetine,1
paracetamol,warfarin,1
vitamin c,folic acid,1
morphine,dabigatran,1
escitalopram,tramadol,2
codeine,simvastatin,1
vitamin d,probiotic,1
rosuvastatin,azithromycin,3
diazepam,vitamin d,1
paroxetine,enterogermina,1
oxycodone,dabigatran,1
rosuvastatin,vitamin d,1
alprazolam,esomeprazole,1
azithromycin,clonazepam,1
clonazepam,lorazepam,1
clarithromycin,lorazepam,1
ketoprofen,enterogermina,1
pravastatin,naproxen,1
apixaban,vitamin c,1
azithromycin,apixaban,1
clarithromycin,oxycodone,1
amiodarone,oxycodone,1
enterogermina,paroxetine,1
lorazepam,clonazepam,1
acetaminophen,codeine,1
diazepam,fluoxetine,2
paroxetine,warfarin,3
acetaminophen,warfarin,1
lorazepam,clonazepam,1
simvastatin,morphine,1
pravastatin,diazepam,1
dabigatran,rosuvastatin,1
erythromycin,rivaroxaban,1
edoxaban,azithromycin,1
erythromycin,dabigatran,1
paracetamol,codeine,1
ketoprofen,azithromycin,1
clonazepam,probiotic,1
omeprazole,tramadol,1
folic acid,enterogermina,1
clarithromycin,rosuvastatin,3
vitamin c,simvastatin,1
oxycodone,vitamin c,1
vitamin d,simvastatin,1
fluoxetine,morphine,2
folic acid,enterogermina,1
clonazepam,ketoprofen,1
edoxaban,diazepam,1
vitamin c,codeine,1
dabigatran,vitamin c,1
probiotic,dabigatran,1
clonazepam,dabigatran,1
amiodarone,alprazolam,3
clarithromycin,paroxetine,1
morphine,diazepam,3
fluoxetine,b12,1
vitamin c,apixaban,1
erythromycin,probiotic,1
erythromycin,tramadol,1
azithromycin,paracetamol,1
morphine,warfarin,1
enterogermina,oxycodone,1
clarithromycin,amiodarone,3
amiodarone,pantoprazole,1
oxycodone,vitamin d,1
morphine,tramadol,1
simvastatin,vitamin c,1
pantoprazole,erythromycin,1
pantoprazole,probiotic,1
diazepam,tramadol,3
omeprazole,atorvastatin,2
escitalopram,erythromycin,1
vitamin c,rivaroxaban,1
azithromycin,rosuvastatin,3
sertraline,erythromycin,1
omeprazole,simvastatin,2
ibuprofen,paroxetine,2
fluoxetine,dabigatran,1
ketoprofen,clarithromycin,1
fluoxetine,codeine,2
ketoprofen,morphine,1
simvastatin,edoxaban,1
paroxetine,vitamin c,1
rivaroxaban,codeine,1
clonazepam,rosuvastatin,1
esomeprazole,clarithromycin,1
tramadol,ketoprofen,1
oxycodone,amiodarone,1
alprazolam,edoxaban,1
diclofenac,diazepam,1
vitamin d,erythromycin,1
warfarin,tramadol,1
amiodarone,erythromycin,3
pantoprazole,ibuprofen,1
tramadol,diazepam,3
diazepam,atorvastatin,1
rosuvastatin,lorazepam,1
clarithromycin,simvastatin,3
lorazepam,naproxen,1
rivaroxaban,edoxaban,1
escitalopram,erythromycin,1
paroxetine,pantoprazole,1
morphine,erythromycin,1
tramadol,lorazepam,3
diclofenac,clarithromycin,1
ibuprofen,paroxetine,2
erythromycin,apixaban,1
pantoprazole,edoxaban,1
fluoxetine,ketoprofen,2
esomeprazole,enterogermina,1
atorvastatin,erythromycin,3
oxycodone,warfarin,1
lorazepam,probiotic,1
esomeprazole,tramadol,1
fluoxetine,apixaban,1
diclofenac,fluoxetine,2
enterogermina,clonazepam,1
edoxaban,esomeprazole,1
enterogermina,fluoxetine,1
dabigatran,clonazepam,1
morphine,azithromycin,1
vitamin d,omeprazole,1
esomeprazole,omeprazole,1
diazepam,tramadol,3
enterogermina,alprazolam,1
edoxaban,acetaminophen,1
fluoxetine,azithromycin,1
dexketoprofen,enterogermina,1
diclofenac,naproxen,1
folic acid,dexketoprofen,1
vitamin d,acetaminophen,1
sertraline,apixaban,1
erythromycin,amiodarone,3
edoxaban,ketoprofen,1
dabigatran,clonazepam,1
edoxaban,paroxetine,1
morphine,warfarin,1
paroxetine,diclofenac,2
alprazolam,vitamin d,1
clarithromycin,diclofenac,1
probiotic,sertraline,1
fluoxetine,dabigatran,1
rosuvastatin,alprazolam,1
diclofenac,edoxaban,1
clarithromycin,amiodarone,3
erythromycin,enterogermina,1
apixaban,ibuprofen,1
clarithromycin,b12,1
folic acid,alprazolam,1
warfarin,dexketoprofen,3
naproxen,probiotic,1
esomeprazole,pantoprazole,1
b12,oxycodone,1
atorvastatin,apixaban,1
azithromycin,clarithromycin,1
codeine,simvastatin,1
sertraline,esomeprazole,1
vitamin d,folic acid,1
alprazolam,vitamin d,1
dexketoprofen,diclofenac,1
paroxetine,vitamin d,1
alprazolam,erythromycin,1
alprazolam,atorvastatin,1
codeine,pravastatin,1
escitalopram,oxycodone,2
enterogermina,edoxaban,1
clarithromycin,atorvastatin,3
esomeprazole,ibuprofen,1
apixaban,warfarin,1
vitamin d,paroxetine,1
paracetamol,naproxen,1
escitalopram,clarithromycin,1
clonazepam,warfarin,1
pravastatin,paracetamol,1
dexketoprofen,erythromycin,1
sertraline,edoxaban,1
atorvastatin,lorazepam,1
acetaminophen,clarithromycin,1
rivaroxaban,morphine,1
oxycodone,esomeprazole,1
simvastatin,azithromycin,3
rosuvastatin,azithromycin,3
apixaban,clarithromycin,1
dabigatran,morphine,1
apixaban,sertraline,1
sertraline,diazepam,2
folic acid,b12,1
morphine,ketoprofen,1
simvastatin,erythromycin,3
sertraline,esomeprazole,1
clarithromycin,apixaban,1
rivaroxaban,escitalopram,1
ibuprofen,folic acid,1
erythromycin,oxycodone,1
dabigatran,enterogermina,1
morphine,alprazolam,3
alprazolam,atorvastatin,1
diclofenac,dexketoprofen,1
sertraline,apixaban,1
oxycodone,warfarin,1
acetaminophen,dabigatran,1
atorvastatin,b12,1
codeine,amiodarone,1
clarithromycin,vitamin c,1
rivaroxaban,b12,1
clarithromycin,fluoxetine,1
pantoprazole,acetaminophen,1
diazepam,tramadol,3
rivaroxaban,vitamin d,1
esomeprazole,alprazolam,1
rosuvastatin,apixaban,1
omeprazole,enterogermina,1
paroxetine,oxycodone,2
fluoxetine,simvastatin,1
edoxaban,clarithromycin,1
ketoprofen,acetaminophen,1
pravastatin,diazepam,1
amiodarone,paracetamol,1
clonazepam,enterogermina,1
atorvastatin,apixaban,1
clonazepam,warfarin,1
b12,clarithromycin,1
warfarin,enterogermina,1
atorvastatin,pravastatin,1
diazepam,amiodarone,3
ibuprofen,probiotic,1
probiotic,dexketoprofen,1
warfarin,diclofenac,3
ibuprofen,acetaminophen,1
sertraline,vitamin c,1
alprazolam,sertraline,2
pantoprazole,atorvastatin,2
clonazepam,azithromycin,1
lorazepam,pravastatin,1
ibuprofen,paracetamol,1
diazepam,edoxaban,1
b12,naproxen,1
apixaban,paroxetine,1
edoxaban,acetaminophen,1
paroxetine,diclofenac,2
amiodarone,erythromycin,3
rivaroxaban,erythromycin,1
clarithromycin,folic acid,1
b12,paracetamol,1
atorvastatin,ketoprofen,1
omeprazole,ketoprofen,1
vitamin d,erythromycin,1
esomeprazole,simvastatin,2
dabigatran,dexketoprofen,1
clarithromycin,ibuprofen,1
warfarin,naproxen,3
clarithromycin,clonazepam,1
diazepam,simvastatin,1
oxycodone,erythromycin,1
morphine,warfarin,1
escitalopram,apixaban,1
simvastatin,sertraline,1
pantoprazole,naproxen,1
enterogermina,clarithromycin,1
probiotic,pantoprazole,1
naproxen,tramadol,1
esomeprazole,pantoprazole,1
edoxaban,pravastatin,1
sertraline,ibuprofen,2
esomeprazole,alprazolam,1
naproxen,vitamin d,1
acetaminophen,omeprazole,1
diazepam,alprazolam,1
b12,dabigatran,1
clarithromycin,clonazepam,1
rivaroxaban,paracetamol,1
morphine,erythromycin,1
vitamin c,dexketoprofen,1
tramadol,escitalopram,2
sertraline,warfarin,3
apixaban,codeine,1
codeine,probiotic,1
clonazepam,rivaroxaban,1
clarithromycin,morphine,1
esomeprazole,morphine,1
naproxen,apixaban,1
pravastatin,rivaroxaban,1
atorvastatin,azithromycin,3
paroxetine,b12,1
warfarin,apixaban,1
pantoprazole,rosuvastatin,2
oxycodone,simvastatin,1
vitamin c,alprazolam,1
simvastatin,atorvastatin,1
ketoprofen,codeine,1
vitamin c,erythromycin,1
vitamin c,apixaban,1
codeine,edoxaban,1
escitalopram,enterogermina,1
escitalopram,rosuvastatin,1
fluoxetine,dexketoprofen,2
esomeprazole,rosuvastatin,2
diazepam,diclofenac,1
codeine,tramadol,1
pravastatin,probiotic,1
dabigatran,enterogermina,1
dexketoprofen,rosuvastatin,1
naproxen,erythromycin,1
folic acid,atorvastatin,1
b12,folic acid,1
vitamin c,diclofenac,1
alprazolam,diazepam,1
pantoprazole,paroxetine,1
vitamin d,diazepam,1
oxycodone,sertraline,2
esomeprazole,apixaban,1
clonazepam,alprazolam,1
fluoxetine,alprazolam,2
amiodarone,tramadol,1
b12,alprazolam,1
folic acid,clarithromycin,1
diazepam,azithromycin,1
pantoprazole,warfarin,1
omeprazole,clonazepam,1
ibuprofen,dexketoprofen,1
ibuprofen,vitamin d,1
amiodarone,diazepam,3
erythromycin,paracetamol,1
oxycodone,tramadol,1
b12,codeine,1
rosuvastatin,b12,1
dexketoprofen,codeine,1
rivaroxaban,amiodarone,1
tramadol,paracetamol,1
b12,pantoprazole,1
vitamin d,erythromycin,1
codeine,fluoxetine,2
vitamin d,b12,1
codeine,azithromycin,1
omeprazole,diclofenac,1
azithromycin,morphine,1
b12,ketoprofen,1
omeprazole,apixaban,1
enterogermina,lorazepam,1
naproxen,apixaban,1
folic acid,acetaminophen,1
diazepam,acetaminophen,1
omeprazole,amiodarone,1
codeine,dexketoprofen,1
codeine,warfarin,1
enterogermina,amiodarone,1
dexketoprofen,paroxetine,2
rosuvastatin,omeprazole,2
erythromycin,clarithromycin,3
clarithromycin,diclofenac,1
amiodarone,escitalopram,3
probiotic,tramadol,1
atorvastatin,tramadol,1
acetaminophen,paracetamol,1
ibuprofen,rivaroxaban,1
clarithromycin,apixaban,1
escitalopram,apixaban,1
folic acid,enterogermina,1
paroxetine,erythromycin,1
amiodarone,clarithromycin,3
clarithromycin,vitamin c,1
acetaminophen,simvastatin,1
apixaban,probiotic,1
rivaroxaban,esomeprazole,1
azithromycin,pantoprazole,1
fluoxetine,lorazepam,2
apixaban,paroxetine,1
ketoprofen,dabigatran,1
edoxaban,paracetamol,1
sertraline,ibuprofen,2
vitamin c,warfarin,1
edoxaban,ibuprofen,1
probiotic,pantoprazole,1
warfarin,diclofenac,3
diazepam,folic acid,1
ibuprofen,morphine,1
omeprazole,erythromycin,1
dexketoprofen,azithromycin,1
tramadol,pantoprazole,1
esomeprazole,apixaban,1
ibuprofen,b12,1
paracetamol,erythromycin,1
edoxaban,esomeprazole,1
paracetamol,probiotic,1
escitalopram,enterogermina,1
probiotic,clarithromycin,1
warfarin,clarithromycin,3
diazepam,erythromycin,1
clonazepam,pantoprazole,1
simvastatin,dexketoprofen,1
b12,apixaban,1
clarithromycin,rosuvastatin,3
dexketoprofen,probiotic,1
warfarin,rosuvastatin,1
vitamin d,clarithromycin,1
b12,paroxetine,1
rivaroxaban,azithromycin,1
lorazepam,clarithromycin,1
tramadol,clarithromycin,1
naproxen,paracetamol,1
alprazolam,azithromycin,1
warfarin,erythromycin,3
ketoprofen,omeprazole,1
vitamin c,codeine,1
paroxetine,diclofenac,2
paroxetine,escitalopram,1
clonazepam,diclofenac,1
diclofenac,paroxetine,2
erythromycin,lorazepam,1
diclofenac,clarithromycin,1
rivaroxaban,diclofenac,1
vitamin c,codeine,1
diclofenac,b12,1
pantoprazole,omeprazole,1
apixaban,warfarin,1
enterogermina,folic acid,1
acetaminophen,escitalopram,1
erythromycin,b12,1
atorvastatin,folic acid,1
naproxen,sertraline,2
paracetamol,enterogermina,1
paroxetine,probiotic,1
folic acid,esomeprazole,1
clarithromycin,dexketoprofen,1
amiodarone,dabigatran,1
pravastatin,clarithromycin,3
azithromycin,b12,1
rivaroxaban,clonazepam,1
b12,warfarin,1
b12,edoxaban,1
omeprazole,ketoprofen,1
morphine,alprazolam,3
pantoprazole,rivaroxaban,1
apixaban,diclofenac,1
apixaban,escitalopram,1
alprazolam,erythromycin,1
escitalopram,azithromycin,1
probiotic,esomeprazole,1
amiodarone,clarithromycin,3
esomeprazole,rosuvastatin,2
naproxen,enterogermina,1
pravastatin,erythromycin,3
paroxetine,atorvastatin,1
diazepam,escitalopram,2
enterogermina,vitamin d,1
enterogermina,sertraline,1
ibuprofen,alprazolam,1
lorazepam,tramadol,3
alprazolam,morphine,3
ibuprofen,dexketoprofen,1
paroxetine,omeprazole,1
alprazolam,enterogermina,1
clarithromycin,lorazepam,1
lorazepam,diclofenac,1
diazepam,simvastatin,1
clonazepam,alprazolam,1
sertraline,clarithromycin,1
dabigatran,diazepam,1
esomeprazole,rivaroxaban,1
naproxen,atorvastatin,1
escitalopram,b12,1
probiotic,ibuprofen,1
escitalopram,erythromycin,1
ketoprofen,dabigatran,1
omeprazole,alprazolam,1
enterogermina,simvastatin,1
vitamin d,lorazepam,1
diazepam,apixaban,1
erythromycin,rivaroxaban,1
diazepam,lorazepam,1
erythromycin,probiotic,1
apixaban,vitamin c,1
vitamin d,edoxaban,1
oxycodone,erythromycin,1
oxycodone,naproxen,1
codeine,clarithromycin,1
ketoprofen,vitamin d,1
sertraline,paracetamol,1
omeprazole,atorvastatin,2
folic acid,diazepam,1
alprazolam,amiodarone,3
warfarin,rivaroxaban,1
codeine,clarithromycin,1
clonazepam,codeine,3
atorvastatin,sertraline,1
fluoxetine,alprazolam,2
lorazepam,sertraline,2
clarithromycin,acetaminophen,1
ketoprofen,diazepam,1
pravastatin,vitamin c,1
diazepam,probiotic,1
erythromycin,simvastatin,3
vitamin d,simvastatin,1
atorvastatin,paroxetine,1
ibuprofen,oxycodone,1
lorazepam,apixaban,1
azithromycin,enterogermina,1
ibuprofen,azithromycin,1
atorvastatin,dabigatran,1
escitalopram,dexketoprofen,2
clonazepam,pravastatin,1
lorazepam,probiotic,1
pravastatin,amiodarone,1
vitamin d,dabigatran,1
edoxaban,lorazepam,1
diclofenac,vitamin c,1
diclofenac,ibuprofen,1
morphine,escitalopram,2
vitamin c,clonazepam,1
ibuprofen,oxycodone,1
fluoxetine,codeine,2
b12,warfarin,1
enterogermina,clarithromycin,1
rivaroxaban,naproxen,1
ibuprofen,rosuvastatin,1
dexketoprofen,simvastatin,1
vitamin c,omeprazole,1
omeprazole,probiotic,1
naproxen,morphine,1
omeprazole,naproxen,1
enterogermina,amiodarone,1
edoxaban,erythromycin,1
simvastatin,erythromycin,3
simvastatin,sertraline,1
escitalopram,pravastatin,1
simvastatin,apixaban,1
morphine,atorvastatin,1
diclofenac,codeine,1
erythromycin,atorvastatin,3
fluoxetine,clarithromycin,1
fluoxetine,rosuvastatin,1
acetaminophen,erythromycin,1
rivaroxaban,diclofenac,1
escitalopram,clarithromycin,1
clarithromycin,pravastatin,3
lorazepam,alprazolam,1
lorazepam,diclofenac,1
erythromycin,escitalopram,1
diazepam,ibuprofen,1
diclofenac,morphine,1
clarithromycin,folic acid,1
warfarin,pravastatin,1
paracetamol,enterogermina,1
atorvastatin,amiodarone,1
amiodarone,ketoprofen,1
acetaminophen,simvastatin,1
probiotic,diazepam,1
alprazolam,paroxetine,2
esomeprazole,naproxen,1
pravastatin,edoxaban,1
dexketoprofen,paroxetine,2
pravastatin,clarithromycin,3
dexketoprofen,probiotic,1
fluoxetine,clarithromycin,1
rivaroxaban,ketoprofen,1
dexketoprofen,probiotic,1
acetaminophen,folic acid,1
diclofenac,pravastatin,1
clonazepam,vitamin c,1
dabigatran,diclofenac,1
folic acid,erythromycin,1
probiotic,escitalopram,1
atorvastatin,b12,1
pravastatin,clarithromycin,3
morphine,escitalopram,2
paracetamol,oxycodone,1
oxycodone,dabigatran,1
oxycodone,erythromycin,1
azithromycin,escitalopram,1
codeine,enterogermina,1
diazepam,dexketoprofen,1
acetaminophen,probiotic,1
naproxen,clarithromycin,1
azithromycin,fluoxetine,1
warfarin,naproxen,3
escitalopram,omeprazole,1
amiodarone,warfarin,3
diazepam,clarithromycin,1
dabigatran,clonazepam,1
pravastatin,azithromycin,3
fluoxetine,rosuvastatin,1
naproxen,lorazepam,1
escitalopram,ibuprofen,2
acetaminophen,omeprazole,1
naproxen,ibuprofen,1
b12,erythromycin,1
acetaminophen,ibuprofen,1
clarithromycin,warfarin,3
rosuvastatin,ibuprofen,1
b12,atorvastatin,1
clarithromycin,b12,1
simvastatin,dabigatran,1
ibuprofen,dabigatran,1
naproxen,probiotic,1
fluoxetine,folic acid,1
diazepam,warfarin,1
dabigatran,apixaban,1
oxycodone,escitalopram,2
b12,ibuprofen,1
vitamin d,warfarin,1
azithromycin,fluoxetine,1
clarithromycin,clarithromycin,1
probiotic,clarithromycin,1
apixaban,morphine,1
escitalopram,ketoprofen,2
ibuprofen,paracetamol,1
ibuprofen,acetaminophen,1
pravastatin,paroxetine,1
clonazepam,omeprazole,1
clarithromycin,warfarin,3
erythromycin,codeine,1
diazepam,clarithromycin,1
rivaroxaban,acetaminophen,1
dexketoprofen,simvastatin,1
alprazolam,oxycodone,3
ibuprofen,dexketoprofen,1
vitamin c,fluoxetine,1
b12,lorazepam,1
rosuvastatin,omeprazole,2
acetaminophen,paracetamol,1
ketoprofen,tramadol,1
diclofenac,erythromycin,1
vitamin d,simvastatin,1
oxycodone,folic acid,1
azithromycin,codeine,1
clarithromycin,oxycodone,1
folic acid,codeine,1
erythromycin,ketoprofen,1
esomeprazole,morphine,1
azithromycin,enterogermina,1
vitamin d,ketoprofen,1
amiodarone,dexketoprofen,1
dexketoprofen,erythromycin,1
lorazepam,simvastatin,1
naproxen,warfarin,3
dexketoprofen,probiotic,1
vitamin c,clonazepam,1
rivaroxaban,acetaminophen,1
edoxaban,diazepam,1
acetaminophen,fluoxetine,1
paracetamol,erythromycin,1
acetaminophen,paroxetine,1
oxycodone,probiotic,1
omeprazole,erythromycin,1
dexketoprofen,sertraline,2
dexketoprofen,paroxetine,2
oxycodone,clarithromycin,1
pantoprazole,acetaminophen,1
warfarin,rivaroxaban,1
diclofenac,vitamin c,1
erythromycin,amiodarone,3
vitamin c,enterogermina,1
pravastatin,probiotic,1
pravastatin,warfarin,1
alprazolam,b12,1
pravastatin,diclofenac,1
lorazepam,alprazolam,1
oxycodone,diclofenac,1
azithromycin,b12,1
pantoprazole,ketoprofen,1
clonazepam,diclofenac,1
paracetamol,clarithromycin,1
acetaminophen,clarithromycin,1
apixaban,dexketoprofen,1
alprazolam,vitamin d,1
ibuprofen,lorazepam,1
diclofenac,ketoprofen,1
rosuvastatin,clarithromycin,3
erythromycin,atorvastatin,3
apixaban,sertraline,1
enterogermina,probiotic,1
paracetamol,codeine,1
acetaminophen,dabigatran,1
clarithromycin,tramadol,1
codeine,tramadol,1
omeprazole,paracetamol,1
morphine,pravastatin,1
oxycodone,dabigatran,1
morphine,rivaroxaban,1
atorvastatin,naproxen,1
rosuvastatin,erythromycin,3
morphine,b12,1
sertraline,ibuprofen,2
naproxen,escitalopram,2
oxycodone,warfarin,1
rivaroxaban,diclofenac,1
naproxen,alprazolam,1
lorazepam,simvastatin,1
apixaban,clarithromycin,1
clarithromycin,naproxen,1
omeprazole,tramadol,1
lorazepam,clarithromycin,1
omeprazole,tramadol,1
warfarin,probiotic,1
alprazolam,pantoprazole,1
ibuprofen,erythromycin,1
amiodarone,clarithromycin,3
acetaminophen,b12,1
simvastatin,tramadol,1
morphine,b12,1
ketoprofen,pantoprazole,1
folic acid,clonazepam,1
enterogermina,apixaban,1
erythromycin,b12,1
tramadol,pantoprazole,1
folic acid,clarithromycin,1
escitalopram,b12,1
rosuvastatin,omeprazole,2
b12,lorazepam,1
acetaminophen,oxycodone,1
clarithromycin,folic acid,1
edoxaban,esomeprazole,1
diazepam,rosuvastatin,1
fluoxetine,azithromycin,1
diazepam,rosuvastatin,1
enterogermina,naproxen,1
esomeprazole,diazepam,1
naproxen,ketoprofen,1
tramadol,apixaban,1
fluoxetine,dexketoprofen,2
warfarin,alprazolam,1
rosuvastatin,paroxetine,1
oxycodone,erythromycin,1
b12,esomeprazole,1
folic acid,vitamin c,1
fluoxetine,paracetamol,1
erythromycin,atorvastatin,3
erythromycin,codeine,1
warfarin,diazepam,1
atorvastatin,acetaminophen,1
morphine,clarithromycin,1
erythromycin,codeine,1
omeprazole,azithromycin,1
atorvastatin,edoxaban,1
acetaminophen,probiotic,1
morphine,fluoxetine,2
sertraline,morphine,2
tramadol,lorazepam,3
paroxetine,ketoprofen,2
enterogermina,dexketoprofen,1
acetaminophen,ketoprofen,1
vitamin c,clonazepam,1
dexketoprofen,diclofenac,1
erythromycin,lorazepam,1
amiodarone,tramadol,1
warfarin,vitamin c,1
erythromycin,b12,1
amiodarone,folic acid,1
vitamin d,paracetamol,1
sertraline,fluoxetine,1
enterogermina,clarithromycin,1
alprazolam,diclofenac,1
acetaminophen,erythromycin,1
apixaban,clarithromycin,1
ibuprofen,oxycodone,1
esomeprazole,erythromycin,1
alprazolam,atorvastatin,1
dexketoprofen,warfarin,3
dabigatran,probiotic,1
ibuprofen,erythromycin,1
morphine,diclofenac,1
fluoxetine,omeprazole,1
atorvastatin,simvastatin,1
morphine,warfarin,1
fluoxetine,ketoprofen,2
rosuvastatin,ibuprofen,1
b12,clarithromycin,1
edoxaban,vitamin d,1
ketoprofen,sertraline,2
folic acid,rivaroxaban,1
azithromycin,fluoxetine,1
oxycodone,codeine,1
amiodarone,codeine,1
amiodarone,dabigatran,1
acetaminophen,erythromycin,1
edoxaban,diazepam,1
apixaban,pantoprazole,1
amiodarone,pantoprazole,1
vitamin c,enterogermina,1
alprazolam,vitamin c,1
clarithromycin,codeine,1
esomeprazole,lorazepam,1
simvastatin,enterogermina,1
ibuprofen,clarithromycin,1
erythromycin,escitalopram,1
morphine,naproxen,1
vitamin d,pantoprazole,1
vitamin c,amiodarone,1
fluoxetine,simvastatin,1
simvastatin,apixaban,1
vitamin c,escitalopram,1
diclofenac,ibuprofen,1
oxycodone,enterogermina,1
folic acid,codeine,1
morphine,rosuvastatin,1
paroxetine,ibuprofen,2
warfarin,escitalopram,3
rosuvastatin,amiodarone,1
atorvastatin,sertraline,1
sertraline,enterogermina,1
paroxetine,atorvastatin,1
paroxetine,erythromycin,1
vitamin d,edoxaban,1
ibuprofen,vitamin c,1
amiodarone,enterogermina,1
amiodarone,pantoprazole,1
warfarin,sertraline,3
diazepam,rivaroxaban,1
diazepam,clonazepam,1
alprazolam,clarithromycin,1
probiotic,warfarin,1
edoxaban,naproxen,1
rivaroxaban,edoxaban,1
erythromycin,dexketoprofen,1
fluoxetine,sertraline,1
pravastatin,apixaban,1
dexketoprofen,oxycodone,1
ketoprofen,b12,1
apixaban,folic acid,1
tramadol,sertraline,2
fluoxetine,acetaminophen,1
warfarin,pantoprazole,1
diclofenac,omeprazole,1
paroxetine,morphine,2
ibuprofen,atorvastatin,1
ibuprofen,vitamin c,1
edoxaban,alprazolam,1
folic acid,atorvastatin,1
morphine,oxycodone,1
clarithromycin,omeprazole,1
alprazolam,enterogermina,1
atorvastatin,clarithromycin,3
diazepam,probiotic,1
erythromycin,simvastatin,3
esomeprazole,omeprazole,1
erythromycin,acetaminophen,1
folic acid,omeprazole,1
oxycodone,diazepam,3
alprazolam,dexketoprofen,1
b12,erythromycin,1
escitalopram,lorazepam,2
dexketoprofen,ibuprofen,1
folic acid,vitamin c,1
fluoxetine,esomeprazole,1
enterogermina,dexketoprofen,1
naproxen,diclofenac,1
oxycodone,rosuvastatin,1
sertraline,clarithromycin,1
morphine,pravastatin,1
morphine,alprazolam,3
enterogermina,diclofenac,1
paroxetine,dexketoprofen,2
esomeprazole,simvastatin,2
paroxetine,omeprazole,1
rivaroxaban,fluoxetine,1
esomeprazole,atorvastatin,2
tramadol,paracetamol,1
pantoprazole,diazepam,1
amiodarone,atorvastatin,1
vitamin c,pantoprazole,1
ibuprofen,omeprazole,1
dabigatran,ibuprofen,1
azithromycin,acetaminophen,1
diazepam,tramadol,3
clonazepam,atorvastatin,1
clarithromycin,warfarin,3
erythromycin,apixaban,1
naproxen,apixaban,1
fluoxetine,apixaban,1
erythromycin,clarithromycin,3
folic acid,omeprazole,1
amiodarone,escitalopram,3
amiodarone,esomeprazole,1
dexketoprofen,simvastatin,1
escitalopram,rosuvastatin,1
fluoxetine,morphine,2
fluoxetine,omeprazole,1
probiotic,diclofenac,1
diclofenac,alprazolam,1
acetaminophen,ibuprofen,1
dabigatran,ketoprofen,1
rivaroxaban,ibuprofen,1
escitalopram,fluoxetine,1
atorvastatin,enterogermina,1
esomeprazole,b12,1
azithromycin,edoxaban,1
acetaminophen,oxycodone,1
